tdot_milemarker,time_unix_fix,lane1_speed,lane1_volume,lane1_occ,lane2_speed,lane2_volume,lane2_occ,lane3_speed,lane3_volume,lane3_occ,lane4_speed,lane4_volume,lane4_occ,milemarker
61.0,1720609230.0,29.0,17.0,33.0,32.0,13.0,23.0,32.0,16.0,29.0,33.0,11.0,22.0,61.0
61.0,1720609260.0,32.0,15.0,29.0,32.0,12.0,24.0,34.0,10.0,23.0,33.0,10.0,20.0,61.0
61.0,1720609290.0,37.0,14.0,27.0,37.0,13.0,21.0,34.0,18.0,30.0,35.0,12.0,23.0,61.0
61.0,1720609320.0,40.0,13.0,19.0,40.0,12.0,17.0,39.0,12.0,24.0,39.0,12.0,26.0,61.0
61.0,1720609350.0,40.0,14.0,23.0,39.0,15.0,23.0,36.0,9.0,16.0,37.0,14.0,25.0,61.0
61.0,1720609380.0,30.0,11.0,20.0,35.0,10.0,17.0,33.0,11.0,22.0,27.0,12.0,33.0,61.0
61.0,1720609410.0,21.0,13.0,40.0,26.0,9.0,27.0,23.0,14.0,35.0,20.0,10.0,30.0,61.0
61.0,1720609440.0,31.0,13.0,27.0,27.0,13.0,36.0,24.0,8.0,20.0,18.0,11.0,49.0,61.0
61.0,1720609470.0,32.0,13.0,24.0,31.0,12.0,34.0,31.0,10.0,28.0,28.0,9.0,24.0,61.0
61.0,1720609500.0,36.0,16.0,26.0,34.0,13.0,21.0,32.0,12.0,20.0,32.0,13.0,24.0,61.0
61.0,1720609530.0,33.0,14.0,26.0,32.0,11.0,23.0,32.0,9.0,21.0,34.0,10.0,23.0,61.0
61.0,1720609560.0,28.0,14.0,31.0,27.0,11.0,31.0,28.0,11.0,29.0,29.0,11.0,27.0,61.0
61.0,1720609590.0,27.0,13.0,27.0,29.0,12.0,28.0,26.0,12.0,26.0,27.0,10.0,27.0,61.0
61.0,1720609620.0,32.0,12.0,23.0,29.0,12.0,35.0,27.0,10.0,31.0,30.0,9.0,26.0,61.0
61.0,1720609650.0,22.0,11.0,32.0,25.0,10.0,34.0,27.0,9.0,20.0,28.0,9.0,22.0,61.0
61.0,1720609680.0,24.0,10.0,32.0,25.0,7.0,36.0,23.0,7.0,35.0,26.0,8.0,25.0,61.0
61.0,1720609710.0,26.0,11.0,30.0,28.0,12.0,26.0,25.0,13.0,29.0,27.0,13.0,32.0,61.0
61.0,1720609740.0,26.0,12.0,30.0,27.0,11.0,37.0,27.0,11.0,27.0,26.0,12.0,33.0,61.0
61.0,1720609770.0,28.0,15.0,38.0,29.0,12.0,26.0,29.0,11.0,30.0,28.0,10.0,28.0,61.0
61.0,1720609800.0,32.0,14.0,38.0,32.0,12.0,29.0,35.0,12.0,32.0,31.0,13.0,35.0,61.0
61.0,1720609830.0,36.0,13.0,27.0,36.0,13.0,24.0,37.0,13.0,23.0,37.0,13.0,24.0,61.0
61.0,1720609860.0,43.0,13.0,18.0,40.0,14.0,19.0,35.0,18.0,29.0,33.0,13.0,24.0,61.0
61.0,1720609890.0,42.0,16.0,26.0,38.0,17.0,28.0,37.0,11.0,23.0,40.0,13.0,23.0,61.0
61.0,1720609920.0,46.0,17.0,22.0,44.0,13.0,21.0,40.0,16.0,24.0,40.0,14.0,20.0,61.0
61.0,1720609950.0,46.0,16.0,20.0,41.0,15.0,24.0,42.0,11.0,24.0,42.0,16.0,29.0,61.0
61.0,1720609980.0,50.0,14.0,18.0,45.0,14.0,23.0,39.0,20.0,43.0,39.0,10.0,22.0,61.0
61.0,1720610010.0,38.0,13.0,26.0,40.0,11.0,24.0,37.0,10.0,25.0,34.0,14.0,26.0,61.0
61.0,1720610040.0,19.0,12.0,47.0,25.0,10.0,23.0,25.0,12.0,33.0,21.0,13.0,50.0,61.0
61.0,1720610070.0,25.0,8.0,26.0,26.0,10.0,24.0,24.0,8.0,33.0,18.0,13.0,46.0,61.0
61.0,1720610100.0,34.0,13.0,26.0,33.0,8.0,15.0,31.0,13.0,38.0,28.0,10.0,25.0,61.0
61.0,1720610130.0,40.0,14.0,20.0,39.0,13.0,22.0,40.0,14.0,21.0,30.0,14.0,29.0,61.0
61.0,1720610160.0,45.0,14.0,18.0,42.0,15.0,22.0,38.0,12.0,17.0,38.0,12.0,23.0,61.0
61.0,1720610190.0,44.0,14.0,20.0,39.0,13.0,20.0,36.0,10.0,23.0,40.0,9.0,13.0,61.0
61.0,1720610220.0,38.0,19.0,25.0,37.0,12.0,20.0,37.0,11.0,18.0,35.0,14.0,23.0,61.0
61.0,1720610250.0,24.0,5.0,51.0,20.0,6.0,49.0,23.0,11.0,40.0,32.0,11.0,21.0,61.0
61.0,1720610280.0,15.0,4.0,39.0,19.0,5.0,34.0,18.0,8.0,35.0,29.0,12.0,23.0,61.0
61.0,1720610310.0,31.0,13.0,26.0,30.0,9.0,29.0,36.0,10.0,27.0,33.0,12.0,30.0,61.0
61.0,1720610340.0,38.0,17.0,25.0,38.0,12.0,22.0,42.0,13.0,19.0,38.0,13.0,21.0,61.0
61.0,1720610370.0,43.0,12.0,18.0,44.0,10.0,15.0,41.0,10.0,21.0,37.0,13.0,25.0,61.0
61.0,1720610400.0,49.0,13.0,15.0,47.0,12.0,19.0,44.0,11.0,16.0,45.0,14.0,19.0,61.0
61.0,1720610430.0,52.0,13.0,16.0,53.0,14.0,16.0,51.0,8.0,14.0,48.0,12.0,18.0,61.0
61.0,1720610460.0,55.0,16.0,16.0,52.0,9.0,11.0,49.0,12.0,17.0,50.0,13.0,14.0,61.0
61.0,1720610490.0,57.0,13.0,10.0,54.0,10.0,12.0,51.0,15.0,18.0,51.0,13.0,16.0,61.0
61.0,1720610520.0,60.0,14.0,11.0,58.0,13.0,12.0,55.0,11.0,16.0,56.0,14.0,14.0,61.0
61.0,1720610550.0,61.0,14.0,11.0,57.0,12.0,10.0,54.0,15.0,18.0,52.0,13.0,13.0,61.0
61.0,1720610580.0,61.0,15.0,11.0,59.0,10.0,11.0,56.0,13.0,17.0,57.0,12.0,14.0,61.0
61.0,1720610610.0,54.0,14.0,12.0,53.0,14.0,17.0,54.0,14.0,19.0,53.0,14.0,13.0,61.0
61.0,1720610640.0,60.0,15.0,13.0,55.0,17.0,16.0,54.0,12.0,17.0,51.0,9.0,9.0,61.0
61.0,1720610670.0,57.0,15.0,13.0,57.0,12.0,11.0,48.0,12.0,21.0,44.0,15.0,21.0,61.0
61.0,1720610700.0,58.0,16.0,14.0,53.0,16.0,16.0,52.0,15.0,20.0,47.0,19.0,22.0,61.0
61.0,1720610730.0,60.0,11.0,9.0,56.0,15.0,13.0,57.0,18.0,24.0,55.0,13.0,15.0,61.0
61.0,1720610760.0,61.0,13.0,11.0,60.0,13.0,11.0,55.0,11.0,12.0,50.0,12.0,14.0,61.0
61.0,1720610790.0,59.0,10.0,8.0,57.0,13.0,12.0,54.0,13.0,21.0,51.0,14.0,18.0,61.0
61.0,1720610820.0,54.0,19.0,20.0,56.0,13.0,11.0,55.0,14.0,15.0,55.0,15.0,14.0,61.0
61.0,1720610850.0,62.0,11.0,11.0,59.0,17.0,15.0,60.0,9.0,10.0,54.0,13.0,14.0,61.0
61.0,1720610880.0,56.0,15.0,13.0,58.0,11.0,10.0,56.0,11.0,16.0,53.0,14.0,14.0,61.0
61.0,1720610910.0,58.0,11.0,10.0,62.0,15.0,13.0,58.0,10.0,12.0,56.0,11.0,10.0,61.0
61.0,1720610940.0,61.0,20.0,17.0,58.0,14.0,12.0,52.0,12.0,17.0,51.0,15.0,19.0,61.0
61.0,1720610970.0,64.0,6.0,5.0,60.0,13.0,15.0,58.0,7.0,7.0,54.0,16.0,15.0,61.0
61.0,1720611000.0,58.0,12.0,11.0,59.0,14.0,12.0,57.0,11.0,13.0,57.0,9.0,7.0,61.0
61.0,1720611030.0,57.0,13.0,12.0,53.0,12.0,14.0,53.0,4.0,9.0,48.0,10.0,15.0,61.0
61.0,1720611060.0,45.0,12.0,14.0,44.0,10.0,13.0,41.0,12.0,24.0,41.0,11.0,20.0,61.0
61.0,1720611090.0,27.0,10.0,31.0,30.0,11.0,23.0,34.0,8.0,28.0,31.0,10.0,35.0,61.0
61.0,1720611120.0,12.0,8.0,44.0,16.0,5.0,44.0,13.0,5.0,25.0,17.0,9.0,49.0,61.0
61.0,1720611150.0,19.0,8.0,25.0,14.0,4.0,54.0,14.0,8.0,43.0,10.0,7.0,46.0,61.0
61.0,1720611180.0,21.0,8.0,25.0,17.0,4.0,29.0,15.0,4.0,74.0,10.0,7.0,52.0,61.0
61.0,1720611210.0,17.0,3.0,59.0,17.0,3.0,36.0,11.0,4.0,41.0,10.0,7.0,57.0,61.0
61.0,1720611240.0,29.0,9.0,18.0,25.0,8.0,15.0,18.0,8.0,38.0,18.0,6.0,32.0,61.0
61.0,1720611270.0,26.0,11.0,24.0,25.0,11.0,30.0,18.0,9.0,39.0,19.0,9.0,26.0,61.0
61.0,1720611300.0,20.0,12.0,36.0,20.0,8.0,24.0,22.0,7.0,27.0,18.0,12.0,47.0,61.0
61.0,1720611330.0,12.0,7.0,74.0,22.0,9.0,32.0,20.0,9.0,45.0,15.0,10.0,59.0,61.0
61.0,1720611360.0,20.0,5.0,59.0,22.0,9.0,53.0,17.0,9.0,43.0,13.0,10.0,48.0,61.0
61.0,1720611390.0,26.0,11.0,28.0,27.0,10.0,38.0,21.0,10.0,35.0,18.0,12.0,40.0,61.0
61.0,1720611420.0,31.0,9.0,15.0,30.0,10.0,22.0,26.0,10.0,45.0,23.0,9.0,30.0,61.0
61.0,1720611450.0,35.0,15.0,31.0,33.0,11.0,20.0,29.0,12.0,38.0,25.0,14.0,42.0,61.0
61.0,1720611480.0,44.0,13.0,18.0,41.0,13.0,17.0,36.0,14.0,28.0,31.0,13.0,24.0,61.0
61.0,1720611510.0,44.0,11.0,13.0,42.0,12.0,22.0,41.0,11.0,18.0,35.0,12.0,30.0,61.0
61.0,1720611540.0,40.0,11.0,15.0,40.0,6.0,10.0,39.0,9.0,18.0,35.0,8.0,22.0,61.0
61.0,1720611570.0,41.0,12.0,19.0,34.0,14.0,29.0,36.0,13.0,22.0,34.0,13.0,23.0,61.0
61.0,1720611600.0,31.0,12.0,27.0,24.0,9.0,24.0,39.0,5.0,11.0,32.0,11.0,20.0,61.0
61.0,1720611630.0,27.0,11.0,23.0,21.0,9.0,38.0,30.0,12.0,23.0,25.0,6.0,22.0,61.0
61.0,1720611660.0,31.0,10.0,21.0,24.0,13.0,34.0,29.0,10.0,27.0,27.0,12.0,37.0,61.0
61.0,1720611690.0,30.0,9.0,20.0,27.0,10.0,25.0,28.0,10.0,30.0,28.0,12.0,36.0,61.0
61.0,1720611720.0,32.0,12.0,27.0,28.0,8.0,29.0,27.0,9.0,41.0,27.0,11.0,34.0,61.0
61.0,1720611750.0,34.0,10.0,23.0,31.0,10.0,22.0,28.0,8.0,31.0,26.0,8.0,32.0,61.0
61.0,1720611780.0,39.0,17.0,26.0,32.0,12.0,22.0,33.0,16.0,32.0,26.0,14.0,34.0,61.0
61.0,1720611810.0,34.0,10.0,18.0,32.0,9.0,28.0,30.0,13.0,47.0,28.0,7.0,20.0,61.0
61.0,1720611840.0,36.0,13.0,24.0,33.0,14.0,27.0,33.0,8.0,21.0,29.0,12.0,24.0,61.0
61.0,1720611870.0,30.0,12.0,26.0,25.0,12.0,31.0,27.0,5.0,14.0,30.0,9.0,16.0,61.0
61.0,1720611900.0,17.0,11.0,46.0,19.0,9.0,32.0,24.0,7.0,27.0,26.0,11.0,32.0,61.0
61.0,1720611930.0,20.0,10.0,30.0,20.0,9.0,43.0,23.0,9.0,38.0,27.0,7.0,25.0,61.0
61.0,1720611960.0,30.0,11.0,29.0,29.0,10.0,38.0,30.0,11.0,36.0,26.0,10.0,32.0,61.0
61.0,1720611990.0,32.0,5.0,10.0,24.0,6.0,57.0,23.0,7.0,39.0,22.0,11.0,47.0,61.0
61.0,1720612020.0,14.0,2.0,50.0,16.0,3.0,88.0,13.0,5.0,42.0,21.0,11.0,32.0,61.0
61.0,1720612050.0,15.0,1.0,38.0,13.0,10.0,50.0,16.0,8.0,39.0,21.0,6.0,36.0,61.0
61.0,1720612080.0,13.0,6.0,65.0,15.0,5.0,19.0,20.0,7.0,29.0,19.0,10.0,47.0,61.0
61.0,1720612110.0,21.0,9.0,34.0,24.0,8.0,31.0,21.0,7.0,33.0,23.0,13.0,35.0,61.0
61.0,1720612140.0,28.0,15.0,30.0,31.0,11.0,25.0,28.0,11.0,31.0,28.0,9.0,23.0,61.0
61.0,1720612170.0,32.0,14.0,28.0,31.0,9.0,23.0,34.0,12.0,31.0,26.0,10.0,32.0,61.0
61.0,1720612200.0,34.0,12.0,23.0,30.0,12.0,26.0,34.0,11.0,23.0,31.0,14.0,34.0,61.0
61.0,1720612230.0,33.0,15.0,31.0,30.0,14.0,28.0,37.0,9.0,17.0,31.0,12.0,22.0,61.0
61.0,1720612260.0,35.0,13.0,22.0,34.0,13.0,24.0,35.0,13.0,26.0,37.0,11.0,27.0,61.0
61.0,1720612290.0,31.0,11.0,22.0,28.0,9.0,24.0,31.0,8.0,25.0,33.0,12.0,27.0,61.0
61.0,1720612320.0,13.0,8.0,49.0,13.0,8.0,58.0,20.0,9.0,25.0,26.0,9.0,28.0,61.0
61.0,1720612350.0,17.0,7.0,60.0,19.0,8.0,38.0,20.0,9.0,38.0,21.0,9.0,24.0,61.0
61.0,1720612380.0,18.0,3.0,33.0,19.0,8.0,43.0,26.0,8.0,25.0,28.0,7.0,26.0,61.0
61.0,1720612410.0,28.0,12.0,27.0,27.0,10.0,29.0,30.0,9.0,24.0,30.0,9.0,22.0,61.0
61.0,1720612440.0,36.0,11.0,22.0,36.0,13.0,22.0,34.0,11.0,31.0,31.0,7.0,22.0,61.0
61.0,1720612470.0,39.0,13.0,18.0,41.0,10.0,18.0,37.0,12.0,25.0,35.0,10.0,26.0,61.0
61.0,1720612500.0,44.0,12.0,15.0,43.0,11.0,15.0,41.0,11.0,21.0,36.0,15.0,27.0,61.0
61.0,1720612530.0,47.0,10.0,14.0,41.0,13.0,17.0,42.0,11.0,17.0,40.0,11.0,21.0,61.0
61.0,1720612560.0,47.0,15.0,20.0,47.0,11.0,13.0,45.0,7.0,14.0,45.0,13.0,18.0,61.0
61.0,1720612590.0,47.0,14.0,16.0,42.0,15.0,23.0,39.0,12.0,25.0,41.0,12.0,19.0,61.0
61.0,1720612620.0,46.0,13.0,14.0,43.0,12.0,16.0,40.0,12.0,25.0,40.0,13.0,24.0,61.0
61.0,1720612650.0,44.0,13.0,17.0,45.0,14.0,21.0,42.0,9.0,19.0,42.0,15.0,27.0,61.0
61.0,1720612680.0,43.0,12.0,15.0,43.0,11.0,14.0,41.0,14.0,21.0,36.0,10.0,26.0,61.0
61.0,1720612710.0,40.0,15.0,19.0,37.0,11.0,14.0,38.0,12.0,23.0,31.0,10.0,28.0,61.0
61.0,1720612740.0,32.0,13.0,28.0,30.0,10.0,27.0,31.0,10.0,29.0,18.0,15.0,60.0,61.0
61.0,1720612770.0,23.0,12.0,41.0,23.0,11.0,37.0,26.0,11.0,29.0,23.0,13.0,33.0,61.0
61.0,1720612800.0,18.0,9.0,63.0,20.0,10.0,41.0,20.0,10.0,37.0,25.0,10.0,24.0,61.0
61.0,1720612830.0,24.0,12.0,30.0,30.0,9.0,29.0,25.0,11.0,34.0,27.0,12.0,30.0,61.0
61.0,1720612860.0,35.0,10.0,20.0,33.0,12.0,29.0,30.0,12.0,30.0,31.0,11.0,26.0,61.0
61.0,1720612890.0,40.0,9.0,13.0,33.0,12.0,22.0,36.0,13.0,28.0,35.0,12.0,28.0,61.0
61.0,1720612920.0,43.0,15.0,19.0,40.0,14.0,22.0,39.0,11.0,18.0,37.0,12.0,18.0,61.0
61.0,1720612950.0,38.0,12.0,18.0,34.0,11.0,32.0,34.0,9.0,16.0,32.0,12.0,31.0,61.0
61.0,1720612980.0,28.0,12.0,29.0,29.0,12.0,24.0,29.0,8.0,26.0,29.0,13.0,29.0,61.0
61.0,1720613010.0,14.0,4.0,49.0,11.0,2.0,57.0,16.0,1.0,9.0,15.0,4.0,27.0,61.0
61.0,1720613040.0,,,,13.0,2.0,38.0,16.0,8.0,32.0,22.0,11.0,36.0,61.0
61.0,1720613070.0,25.0,8.0,28.0,23.0,7.0,39.0,30.0,10.0,21.0,31.0,11.0,21.0,61.0
61.0,1720613100.0,34.0,9.0,16.0,36.0,9.0,21.0,35.0,7.0,15.0,34.0,9.0,24.0,61.0
61.0,1720613130.0,35.0,10.0,18.0,33.0,11.0,27.0,37.0,12.0,31.0,32.0,13.0,25.0,61.0
61.0,1720613160.0,25.0,11.0,39.0,25.0,11.0,39.0,30.0,10.0,23.0,31.0,12.0,25.0,61.0
61.0,1720613190.0,,,,23.0,1.0,90.0,16.0,4.0,40.0,18.0,7.0,27.0,61.0
61.0,1720613220.0,17.0,3.0,54.0,16.0,5.0,44.0,14.0,8.0,47.0,14.0,9.0,41.0,61.0
61.0,1720613250.0,13.0,5.0,48.0,10.0,1.0,62.0,14.0,3.0,30.0,13.0,6.0,30.0,61.0
61.0,1720613280.0,,,,,,,,,,7.0,4.0,35.0,61.0
61.0,1720613310.0,15.0,6.0,30.0,13.0,4.0,25.0,12.0,7.0,46.0,18.0,7.0,37.0,61.0
61.0,1720613340.0,14.0,5.0,32.0,14.0,9.0,44.0,18.0,10.0,39.0,22.0,8.0,27.0,61.0
61.0,1720613370.0,23.0,9.0,32.0,19.0,10.0,51.0,21.0,11.0,34.0,27.0,9.0,28.0,61.0
61.0,1720613400.0,25.0,13.0,41.0,18.0,9.0,64.0,21.0,8.0,33.0,24.0,13.0,32.0,61.0
61.0,1720613430.0,30.0,4.0,25.0,19.0,6.0,45.0,28.0,7.0,24.0,26.0,11.0,33.0,61.0
61.0,1720613460.0,25.0,8.0,19.0,28.0,9.0,19.0,31.0,8.0,24.0,35.0,12.0,23.0,61.0
61.0,1720613490.0,30.0,13.0,26.0,29.0,9.0,22.0,30.0,8.0,22.0,31.0,12.0,21.0,61.0
61.0,1720613520.0,14.0,3.0,76.0,16.0,2.0,28.0,20.0,7.0,33.0,33.0,6.0,18.0,61.0
61.0,1720613550.0,15.0,5.0,75.0,19.0,3.0,48.0,23.0,11.0,29.0,24.0,13.0,31.0,61.0
61.0,1720613580.0,26.0,10.0,23.0,21.0,10.0,46.0,31.0,7.0,18.0,30.0,10.0,28.0,61.0
61.0,1720613610.0,31.0,9.0,18.0,27.0,9.0,28.0,31.0,7.0,21.0,34.0,9.0,16.0,61.0
61.0,1720613640.0,24.0,10.0,28.0,19.0,8.0,31.0,26.0,6.0,27.0,32.0,10.0,23.0,61.0
61.0,1720613670.0,22.0,3.0,30.0,15.0,9.0,38.0,24.0,10.0,33.0,30.0,7.0,19.0,61.0
61.0,1720613700.0,18.0,7.0,29.0,19.0,8.0,45.0,27.0,10.0,25.0,26.0,14.0,34.0,61.0
61.0,1720613730.0,11.0,6.0,97.0,12.0,6.0,62.0,25.0,9.0,30.0,23.0,12.0,33.0,61.0
61.0,1720613760.0,25.0,11.0,31.0,26.0,10.0,27.0,30.0,12.0,36.0,30.0,11.0,25.0,61.0
61.0,1720613790.0,28.0,15.0,32.0,26.0,12.0,27.0,35.0,6.0,14.0,32.0,11.0,25.0,61.0
61.0,1720613820.0,21.0,8.0,41.0,25.0,11.0,42.0,26.0,6.0,24.0,27.0,8.0,25.0,61.0
61.0,1720613850.0,19.0,6.0,42.0,24.0,10.0,36.0,24.0,10.0,34.0,29.0,7.0,23.0,61.0
61.0,1720613880.0,23.0,9.0,27.0,22.0,12.0,30.0,21.0,11.0,43.0,25.0,12.0,32.0,61.0
61.0,1720613910.0,9.0,4.0,62.0,15.0,4.0,45.0,19.0,9.0,26.0,19.0,11.0,45.0,61.0
61.0,1720613940.0,24.0,12.0,28.0,25.0,9.0,20.0,24.0,7.0,19.0,23.0,6.0,30.0,61.0
61.0,1720613970.0,21.0,10.0,39.0,25.0,11.0,26.0,19.0,5.0,32.0,27.0,9.0,18.0,61.0
61.0,1720614000.0,5.0,2.0,89.0,15.0,5.0,36.0,18.0,9.0,31.0,20.0,11.0,35.0,61.0
61.0,1720614030.0,11.0,5.0,61.0,14.0,7.0,50.0,18.0,7.0,34.0,22.0,14.0,33.0,61.0
61.0,1720614060.0,17.0,10.0,46.0,17.0,10.0,58.0,16.0,10.0,42.0,24.0,8.0,22.0,61.0
61.0,1720614090.0,31.0,11.0,24.0,29.0,12.0,30.0,28.0,9.0,33.0,28.0,9.0,26.0,61.0
61.0,1720614120.0,36.0,8.0,14.0,37.0,14.0,25.0,36.0,12.0,19.0,35.0,13.0,23.0,61.0
61.0,1720614150.0,40.0,13.0,22.0,40.0,12.0,18.0,38.0,11.0,18.0,37.0,9.0,16.0,61.0
61.0,1720614180.0,42.0,15.0,21.0,39.0,14.0,20.0,40.0,11.0,16.0,35.0,10.0,17.0,61.0
61.0,1720614210.0,36.0,15.0,26.0,39.0,10.0,14.0,38.0,9.0,15.0,33.0,12.0,29.0,61.0
61.0,1720614240.0,32.0,18.0,32.0,38.0,12.0,19.0,38.0,11.0,18.0,34.0,15.0,25.0,61.0
61.0,1720614270.0,38.0,11.0,19.0,37.0,10.0,15.0,35.0,6.0,11.0,33.0,12.0,27.0,61.0
61.0,1720614300.0,35.0,8.0,16.0,33.0,10.0,22.0,36.0,8.0,16.0,30.0,10.0,35.0,61.0
61.0,1720614330.0,19.0,7.0,56.0,22.0,11.0,37.0,27.0,11.0,25.0,27.0,12.0,28.0,61.0
61.0,1720614360.0,17.0,9.0,46.0,17.0,10.0,40.0,20.0,12.0,44.0,25.0,11.0,31.0,61.0
61.0,1720614390.0,16.0,4.0,62.0,18.0,9.0,43.0,18.0,11.0,41.0,24.0,12.0,29.0,61.0
61.0,1720614420.0,27.0,10.0,27.0,21.0,9.0,25.0,21.0,10.0,28.0,23.0,9.0,38.0,61.0
61.0,1720614450.0,32.0,9.0,19.0,31.0,9.0,21.0,30.0,9.0,34.0,30.0,10.0,23.0,61.0
61.0,1720614480.0,41.0,12.0,18.0,39.0,10.0,20.0,36.0,8.0,21.0,35.0,11.0,23.0,61.0
61.0,1720614510.0,44.0,10.0,13.0,41.0,12.0,18.0,38.0,11.0,22.0,37.0,11.0,25.0,61.0
61.0,1720614540.0,40.0,11.0,17.0,37.0,16.0,29.0,34.0,8.0,18.0,38.0,11.0,16.0,61.0
61.0,1720614570.0,33.0,15.0,27.0,36.0,10.0,19.0,39.0,11.0,22.0,36.0,11.0,23.0,61.0
61.0,1720614600.0,24.0,11.0,30.0,31.0,9.0,22.0,32.0,9.0,29.0,39.0,13.0,24.0,61.0
61.0,1720614630.0,19.0,12.0,33.0,21.0,8.0,32.0,27.0,8.0,23.0,33.0,10.0,17.0,61.0
61.0,1720614660.0,22.0,10.0,23.0,23.0,12.0,42.0,29.0,12.0,28.0,31.0,13.0,30.0,61.0
61.0,1720614690.0,21.0,8.0,36.0,20.0,7.0,55.0,27.0,7.0,34.0,26.0,8.0,27.0,61.0
61.0,1720614720.0,11.0,6.0,59.0,18.0,6.0,54.0,20.0,10.0,34.0,18.0,13.0,48.0,61.0
61.0,1720614750.0,13.0,2.0,43.0,16.0,1.0,40.0,17.0,3.0,30.0,15.0,4.0,44.0,61.0
61.0,1720614780.0,21.0,8.0,61.0,16.0,7.0,52.0,24.0,6.0,22.0,23.0,8.0,46.0,61.0
61.0,1720614810.0,24.0,8.0,26.0,21.0,10.0,55.0,32.0,3.0,4.0,28.0,6.0,25.0,61.0
61.0,1720614840.0,28.0,13.0,34.0,26.0,11.0,34.0,28.0,6.0,23.0,31.0,10.0,24.0,61.0
61.0,1720614870.0,33.0,13.0,22.0,27.0,9.0,35.0,28.0,8.0,14.0,34.0,9.0,24.0,61.0
61.0,1720614900.0,36.0,15.0,28.0,37.0,12.0,25.0,32.0,5.0,8.0,35.0,12.0,24.0,61.0
61.0,1720614930.0,42.0,11.0,15.0,38.0,12.0,18.0,34.0,10.0,26.0,36.0,12.0,20.0,61.0
61.0,1720614960.0,40.0,13.0,19.0,39.0,11.0,16.0,34.0,12.0,20.0,37.0,10.0,23.0,61.0
61.0,1720614990.0,46.0,12.0,13.0,44.0,11.0,14.0,37.0,11.0,29.0,35.0,13.0,32.0,61.0
61.0,1720615020.0,45.0,11.0,12.0,40.0,15.0,24.0,41.0,9.0,16.0,37.0,14.0,27.0,61.0
61.0,1720615050.0,48.0,13.0,16.0,45.0,9.0,13.0,40.0,10.0,20.0,37.0,7.0,12.0,61.0
61.0,1720615080.0,48.0,16.0,17.0,44.0,11.0,15.0,43.0,14.0,25.0,42.0,12.0,21.0,61.0
61.0,1720615110.0,48.0,19.0,23.0,45.0,12.0,16.0,44.0,10.0,17.0,42.0,9.0,22.0,61.0
61.0,1720615140.0,49.0,16.0,16.0,45.0,13.0,15.0,44.0,9.0,19.0,43.0,8.0,17.0,61.0
61.0,1720615170.0,46.0,11.0,16.0,50.0,7.0,12.0,39.0,12.0,40.0,38.0,12.0,24.0,61.0
61.0,1720615200.0,46.0,16.0,18.0,48.0,15.0,16.0,43.0,12.0,20.0,43.0,11.0,23.0,61.0
61.0,1720615230.0,55.0,11.0,10.0,50.0,13.0,14.0,48.0,11.0,21.0,45.0,14.0,25.0,61.0
61.0,1720615260.0,55.0,13.0,12.0,51.0,15.0,19.0,48.0,8.0,11.0,45.0,10.0,17.0,61.0
61.0,1720615290.0,49.0,13.0,15.0,48.0,13.0,16.0,44.0,11.0,17.0,43.0,13.0,18.0,61.0
61.0,1720615320.0,44.0,14.0,17.0,40.0,14.0,25.0,40.0,11.0,29.0,39.0,12.0,23.0,61.0
61.0,1720615350.0,39.0,17.0,26.0,42.0,11.0,16.0,37.0,10.0,22.0,37.0,11.0,28.0,61.0
61.0,1720615380.0,24.0,9.0,45.0,24.0,7.0,40.0,17.0,8.0,76.0,21.0,10.0,38.0,61.0
61.0,1720615410.0,12.0,3.0,49.0,12.0,4.0,67.0,15.0,9.0,50.0,15.0,11.0,44.0,61.0
61.0,1720615440.0,,,,11.0,2.0,76.0,10.0,1.0,63.0,10.0,2.0,72.0,61.0
61.0,1720615470.0,9.0,5.0,75.0,9.0,5.0,31.0,6.0,3.0,32.0,6.0,4.0,43.0,61.0
61.0,1720615500.0,14.0,3.0,49.0,12.0,5.0,56.0,12.0,7.0,53.0,11.0,8.0,45.0,61.0
61.0,1720615530.0,16.0,2.0,65.0,15.0,3.0,90.0,11.0,2.0,50.0,11.0,4.0,29.0,61.0
61.0,1720615560.0,,,,,,,,,,5.0,3.0,51.0,61.0
61.0,1720615590.0,12.0,5.0,76.0,12.0,6.0,46.0,9.0,6.0,55.0,12.0,9.0,53.0,61.0
61.0,1720615620.0,,,,13.0,1.0,1.0,,,,6.0,2.0,76.0,61.0
61.0,1720615650.0,,,,9.0,2.0,62.0,11.0,4.0,62.0,9.0,4.0,41.0,61.0
61.0,1720615680.0,11.0,6.0,44.0,14.0,6.0,69.0,14.0,4.0,18.0,20.0,6.0,22.0,61.0
61.0,1720615710.0,27.0,9.0,23.0,22.0,10.0,29.0,19.0,6.0,32.0,23.0,10.0,26.0,61.0
61.0,1720615740.0,32.0,10.0,19.0,30.0,8.0,42.0,28.0,5.0,14.0,28.0,13.0,42.0,61.0
61.0,1720615770.0,37.0,14.0,24.0,35.0,9.0,16.0,33.0,5.0,20.0,33.0,11.0,20.0,61.0
61.0,1720615800.0,37.0,13.0,23.0,35.0,11.0,23.0,33.0,13.0,30.0,34.0,11.0,22.0,61.0
61.0,1720615830.0,39.0,14.0,19.0,39.0,14.0,30.0,42.0,6.0,13.0,40.0,12.0,17.0,61.0
61.0,1720615860.0,48.0,9.0,13.0,46.0,12.0,16.0,44.0,10.0,17.0,45.0,9.0,14.0,61.0
